full_name,the_geom,segment_id,type,st_name,st_type,st_dir,from_right,to_right,from_left,to_left
Edgemont Dr,"MULTILINESTRING ((-97.061530903883 49.843295111557, -97.061526908669 49.844826428048, -97.061650400564 49.844910527299, -97.063093645472 49.844913385836))",16803,STREET,Edgemont,DR,,142,214,147,211
Doncaster St,"MULTILINESTRING ((-97.208089460602 49.873296436689, -97.20810108545 49.87312766317))",23263,STREET,Doncaster,ST,,,,,
Leatherwood Cres,"MULTILINESTRING ((-97.050906920121 49.950347435588, -97.05124039527 49.950029219721, -97.051345530821 49.949842091143, -97.051646675192 49.949555063122))",23377,STREET,Leatherwood,CRES,,2,14,11,15
Lemay Ave,"MULTILINESTRING ((-97.145051966166 49.768176487602, -97.148753985592 49.766877439898))",4190,STREET,Lemay,AVE,,841,903,852,900
Grosvenor Ave,"MULTILINESTRING ((-97.188264702822 49.866987835539, -97.189515423368 49.867034364619))",11664,STREET,Grosvenor,AVE,,,,,
St Moritz Rd,"MULTILINESTRING ((-97.04076528709 49.937348339879, -97.040505108782 49.937597738782, -97.040421557406 49.937899997249, -97.040269344045 49.938118411491, -97.040130358338 49.938232344631))",25968,STREET,St Moritz,RD,,133,163,150,162
Century St,"MULTILINESTRING ((-97.203101461848 49.894302708973, -97.202786624889 49.897904808912))",7633,STREET,Century,ST,,645,669,670,670
Cindy Klassen Way,"MULTILINESTRING ((-97.037177576447 49.944926158899, -97.036492866385 49.94557118329))",24786,STREET,Cindy Klassen,WAY,,174,190,175,183
Lyndale Dr,"MULTILINESTRING ((-97.124782358917 49.871923843538, -97.123398747051 49.872072355727))",17289,STREET,Lyndale,DR,,,,511,529
Autumnwood Dr,"MULTILINESTRING ((-97.078470405459 49.859840441772, -97.078601594137 49.859107101455))",16131,STREET,Autumnwood,DR,,,,,
Minnigaffe St,"MULTILINESTRING ((-97.155411581123 49.931170665972, -97.154663569854 49.932148208516))",13328,STREET,Minnigaffe,ST,,475,501,476,504
Vielliers Pl,"MULTILINESTRING ((-97.111219233102 49.798258209013, -97.111424578234 49.797946907936))",2697,STREET,Vielliers,PL,,2,34,,
Munroe Ave,"MULTILINESTRING ((-97.109619389737 49.921618005228, -97.105754195748 49.920349586326))",20858,STREET,Munroe,AVE,,208,280,215,271
Clayton Dr,"MULTILINESTRING ((-97.097129340624 49.849907276838, -97.09661916677 49.849102928306))",453,STREET,Clayton,DR,,,,61,73
Headmaster Row,"MULTILINESTRING ((-97.050147842117 49.949812962456, -97.049244026192 49.949410974688))",19809,STREET,Headmaster,ROW,,568,584,,
Westminster Ave,"MULTILINESTRING ((-97.155656792917 49.881657149087, -97.156754818432 49.881701600431))",15761,STREET,Westminster,AVE,,629,635,630,630
William Ave,"MULTILINESTRING ((-97.138972405485 49.898867806764, -97.140279991683 49.899266582016))",15841,STREET,William,AVE,,,,,
Mitchelson Way,"MULTILINESTRING ((-97.043092969123 49.942273212117, -97.043544011773 49.94344308772))",20027,STREET,Mitchelson,WAY,,2,22,3,15
Falcon Ridge Dr,"MULTILINESTRING ((-97.185789084969 49.824371282049, -97.184605459565 49.824770949403))",24119,STREET,Falcon Ridge,DR,,160,176,,
Grosvenor Ave,"MULTILINESTRING ((-97.195254798204 49.867249806262, -97.196209655108 49.867290960966))",11670,STREET,Grosvenor,AVE,,1693,1695,,
Boyd Ave,"MULTILINESTRING ((-97.157176451868 49.926548337144, -97.158800418453 49.927077855103))",10040,STREET,Boyd,AVE,,957,981,950,980
Kildare Ave W,"MULTILINESTRING ((-97.02090116608 49.900824972811, -97.022098350735 49.900836411271))",18643,STREET,Kildare,AVE,W,701,707,708,712
Phoenix Way,"MULTILINESTRING ((-97.127656182006 49.966266537766, -97.126724590484 49.965845970678, -97.126701830893 49.965709949911, -97.128548993129 49.964028126202))",26953,STREET,Phoenix,WAY,,112,196,47,223
Highcastle Cres,"MULTILINESTRING ((-97.084769253245 49.805739911753, -97.085186014349 49.806911093606, -97.085143157811 49.807009451494, -97.084149467404 49.807347077819))",1024,STREET,Highcastle,CRES,,4,32,3,47
Kanata St,"MULTILINESTRING ((-97.00027913246 49.897865099841, -97.00028398137 49.898285317708))",18605,STREET,Kanata,ST,,,,,
Portage Ave,"MULTILINESTRING ((-97.226982830009 49.878314484201, -97.227218404825 49.878253045773))",14093,STREET,Portage,AVE,,,,,
Victoria Ave E,"MULTILINESTRING ((-96.997987244122 49.895906935527, -96.995731176796 49.895912923511))",19115,STREET,Victoria,AVE,E,300,332,301,333
Youville St,"MULTILINESTRING ((-97.106849712013 49.873872093018, -97.106954156495 49.874828185355))",2867,STREET,Youville,ST,,,,67,89
Walter Still Cove,"MULTILINESTRING ((-97.037756834801 49.893622155421, -97.037749626658 49.893197818856))",25000,STREET,Walter Still,COVE,,,,2,46
Princess St,"MULTILINESTRING ((-97.137711267575 49.904496420839, -97.137609065925 49.905017966366, -97.13754853969 49.905105467106))",14283,STREET,Princess,ST,,313,313,320,320
Ellice Ave,"MULTILINESTRING ((-97.144243856002 49.895039484579, -97.145564004377 49.894745785733))",11135,STREET,Ellice,AVE,,317,325,,
Scotland Ave,"MULTILINESTRING ((-97.144910010863 49.866769758718, -97.146841168705 49.866126023678))",14815,STREET,Scotland,AVE,,,,,
Robin Hood Cres,"MULTILINESTRING ((-97.086801583462 49.911206982453, -97.086396615889 49.91146387571, -97.086143351851 49.911779061839))",20966,STREET,Robin Hood,CRES,,,,482,484
Yale Ave,"MULTILINESTRING ((-97.17252559088 49.868458788846, -97.174526680773 49.86779770638))",16002,STREET,Yale,AVE,,315,353,320,366
Charleston St,"MULTILINESTRING ((-97.305522002337 49.816068935558, -97.306219631241 49.809048361898))",6297,STREET,Charleston,ST,,,,,
Selkirk Ave,"MULTILINESTRING ((-97.136412694503 49.912894875591, -97.137554968239 49.913255041604))",14837,STREET,Selkirk,AVE,,291,319,300,300
Eaglewood Dr,"MULTILINESTRING ((-97.197717508537 49.781195148619, -97.197199380985 49.780980286466, -97.196823797479 49.780738191397, -97.196596990489 49.780472870827))",26376,STREET,Eaglewood,DR,,,,83,107
Noble Ave,"MULTILINESTRING ((-97.123541442629 49.91685194554, -97.120061506055 49.915707172969))",13526,STREET,Noble,AVE,,12,58,11,59
Appletree Cres,"MULTILINESTRING ((-97.175682971115 49.810321913746, -97.175416817479 49.809920628275, -97.175291255082 49.80965954961))",25188,STREET,Appletree,CRES,,,,47,63
Service 3 Rd S,"MULTILINESTRING ((-97.129382286718 49.810311185875, -97.130343444486 49.809983066266))",5102,STREET,Service 3,RD,S,,,,
Knowles Ave,"MULTILINESTRING ((-97.055525779318 49.954040977769, -97.053142565459 49.952984553042))",19898,STREET,Knowles,AVE,,350,372,347,373
Ambassador Row,"MULTILINESTRING ((-97.128830969745 49.951136330574, -97.131093105513 49.951870871221, -97.131219636297 49.951848218201, -97.131828425057 49.95149048818))",21080,STREET,Ambassador,ROW,,139,179,136,168
Antrim Rd,"MULTILINESTRING ((-97.074870102871 49.92168484707, -97.075956772407 49.922035702666))",19330,STREET,Antrim,RD,,,,,
Adsum Dr,"MULTILINESTRING ((-97.18899957319 49.954817065363, -97.19011525507 49.954807498721))",21685,STREET,Adsum,DR,,725,749,,
Pritchard Ave,"MULTILINESTRING ((-97.167067768636 49.923646845371, -97.169199727302 49.924325710824, -97.169423613772 49.924349691809))",14303,STREET,Pritchard,AVE,,1041,1099,1042,1098
John Bruce Rd E,"MULTILINESTRING ((-97.083910421359 49.833835751352, -97.082046437418 49.83348096154))",1107,STREET,John Bruce,RD,E,786,856,791,819
Main St,"MULTILINESTRING ((-97.123627259063 49.928276977916, -97.123328154509 49.928802841158))",12790,STREET,Main,ST,,1515,1527,1488,1488
Angus St,"MULTILINESTRING ((-97.117293479718 49.903797825498, -97.11679453909 49.905165960242))",9612,STREET,Angus,ST,,133,165,134,166
Mapleton Dr,"MULTILINESTRING ((-97.180966820364 49.948961586792, -97.18256997364 49.948959739179))",22149,STREET,Mapleton,DR,,151,175,,
McDermot Ave,"MULTILINESTRING ((-97.147711346849 49.899394557952, -97.148715251856 49.899725419759))",13052,STREET,McDermot,AVE,,421,437,,
Princewood Rd,"MULTILINESTRING ((-97.202577959199 49.830316918493, -97.202592483299 49.830212287249, -97.202596158036 49.829872487434))",23794,STREET,Princewood,RD,,,,,
Brentwood Ave,"MULTILINESTRING ((-97.124358046317 49.785030183369, -97.128738790335 49.783547743304))",290,STREET,Brentwood,AVE,,15,45,50,56
Hillary Cres,"MULTILINESTRING ((-97.29768586912 49.892480697937, -97.298784065715 49.892332306435, -97.298889898655 49.892260154083, -97.298973618514 49.891377623945))",8139,STREET,Hillary,CRES,,408,428,421,433
Leila Ave,"MULTILINESTRING ((-97.116133233459 49.943222051893, -97.120221651662 49.944538703975))",21415,STREET,Leila,AVE,,257,329,260,310
Keswick Ave,"MULTILINESTRING ((-97.214295329782 49.858486759475, -97.214892950161 49.858504960882))",5787,STREET,Keswick,AVE,,,,28,28
North Town Rd,"MULTILINESTRING ((-97.199706269024 49.798995393998, -97.20169774374 49.800532384914))",25590,STREET,North Town,RD,,451,505,450,490
Regatta Rd,"MULTILINESTRING ((-97.053917257785 49.940683369868, -97.055152578337 49.939709167563, -97.05517294104 49.939611942468, -97.054040960425 49.93817617928, -97.053911599944 49.938056725022, -97.053812011487 49.937991258154, -97.053692158202 49.937935593469, -97.053556053754 49.937896422363, -97.053403167301 49.937877284509, -97.053258455243 49.937867952939, -97.053112672168 49.937875565062, -97.052955559297 49.937906459873, -97.052828882155 49.937948596888, -97.052720391523 49.938004786331, -97.052640213445 49.938060445912, -97.051132128739 49.939242360205))",20177,STREET,Regatta,RD,,2,148,3,147
Logan Ave,"MULTILINESTRING ((-97.18661805619 49.91885102959, -97.187756663965 49.919213747541))",12556,STREET,Logan,AVE,,1507,1521,1510,1526
Inkster Blvd,"MULTILINESTRING ((-97.216499128863 49.945951550869, -97.217544620252 49.945949636441))",12082,STREET,Inkster,BLVD,,2401,2409,,
Cherrywood Rd,"MULTILINESTRING ((-97.204964740607 49.785065182712, -97.203210242531 49.784720316795, -97.202242643015 49.785053102431))",27015,STREET,Cherrywood,RD,,280,340,279,339
Shaughnessy St,"MULTILINESTRING ((-97.177631198849 49.928751586065, -97.17710341641 49.929444894743))",14881,STREET,Shaughnessy,ST,,,,,
Oakglen Pl,"MULTILINESTRING ((-97.158900543046 49.955161642274, -97.158875980769 49.955440094779))",22247,STREET,Oakglen,PL,,3,27,,
Normandy Dr,"MULTILINESTRING ((-97.305540935856 49.895080753157, -97.305621479509 49.894371334666))",8611,STREET,Normandy,DR,,22,34,,
Bairdmore Blvd,"MULTILINESTRING ((-97.164075420927 49.792236504431, -97.165677781499 49.791692706607))",24816,STREET,Bairdmore,BLVD,,187,223,,
Everglade Pl,"MULTILINESTRING ((-97.064359210953 49.852580409568, -97.063940787188 49.852827585158, -97.063509222921 49.852961995532))",16862,STREET,Everglade,PL,,1,23,,
Wentworth St,"MULTILINESTRING ((-97.153311135127 49.861407946061, -97.152766352574 49.860733630137))",15741,STREET,Wentworth,ST,,,,,
Roch St,"MULTILINESTRING ((-97.09141001562 49.930440615672, -97.090838499977 49.931150807269))",14496,STREET,Roch,ST,,,,,
River Rd,"MULTILINESTRING ((-97.132131513432 49.817415296317, -97.131068706895 49.817025461097, -97.13093669981 49.8169991337, -97.130787924564 49.816999660859, -97.130102875595 49.817133711438))",1930,STREET,River,RD,,440,450,435,463
Cumberland Ave,"MULTILINESTRING ((-97.153481581103 49.898533144183, -97.154556466136 49.898829105925))",10819,STREET,Cumberland,AVE,,,,,
Mountain Ave,"MULTILINESTRING ((-97.154225958051 49.927553814337, -97.155285847147 49.927894501043))",13423,STREET,Mountain,AVE,,853,853,848,866
Point Douglas Ave,"MULTILINESTRING ((-97.119441564656 49.903487356335, -97.12063044256 49.90367021015))",22936,STREET,Point Douglas,AVE,,,,,
Fernbank Ave,"MULTILINESTRING ((-97.088811547752 49.96170163693, -97.089178898518 49.961870666532))",21882,STREET,Fernbank,AVE,,,,218,226
Keewatin St,"MULTILINESTRING ((-97.195119562155 49.932215998015, -97.195112531561 49.933133655815))",12233,STREET,Keewatin,ST,,683,703,676,706
Verbena St,"MULTILINESTRING ((-97.142348626951 49.946910167366, -97.141864351212 49.947541049232))",21651,STREET,Verbena,ST,,79,91,,
Planet St,"MULTILINESTRING ((-97.165862116784 49.843770056263, -97.165304129224 49.843077598208))",13941,STREET,Planet,ST,,,,,
Henderson Hwy,"MULTILINESTRING ((-97.110811341359 49.920351147902, -97.110215549185 49.92098008358))",11848,STREET,Henderson,HWY,,481,489,480,500
Wellington Cres,"MULTILINESTRING ((-97.213652110683 49.873510095921, -97.21410859005 49.873384009567, -97.214487831231 49.873294217899, -97.214828355602 49.873265296153, -97.215153010346 49.873255719247))",15714,STREET,Wellington,CRES,,,,,
McKenzie St,"MULTILINESTRING ((-97.132373296092 49.942450342185, -97.131815464391 49.943178942684))",13173,STREET,McKenzie,ST,,,,,
Woodhaven Blvd,"MULTILINESTRING ((-97.273157854244 49.873105026836, -97.273055841851 49.874101355867, -97.27310129376 49.874300510987))",9291,STREET,Woodhaven,BLVD,,139,151,136,148
Booth Dr,"MULTILINESTRING ((-97.273949074553 49.878271331202, -97.273822407471 49.879654551796, -97.273907238627 49.879909275293))",7428,STREET,Booth,DR,,233,233,,
Harwood Cres,"MULTILINESTRING ((-97.317768871184 49.848445797938, -97.31650843139 49.848386071673))",6599,STREET,Harwood,CRES,,,,143,143
Allard Ave,"MULTILINESTRING ((-97.303962729472 49.878534051523, -97.30517183833 49.878587716203))",7231,STREET,Allard,AVE,,,,,
Harkness Ave,"MULTILINESTRING ((-97.134744085665 49.881743992824, -97.135131621385 49.882183268303))",15194,STREET,Harkness,AVE,,,,,
Valour Rd,"MULTILINESTRING ((-97.188829863238 49.886848639715, -97.188803162941 49.887190032093))",15411,STREET,Valour,RD,,699,705,700,704
Timmerman Pl,"MULTILINESTRING ((-97.03850654955 49.920670539097, -97.0384621119 49.920049127124))",20405,STREET,Timmerman,PL,,2,50,,
Chester St,"MULTILINESTRING ((-97.088063108856 49.903081273488, -97.087769702128 49.903764327499))",10429,STREET,Chester,ST,,,,42,50
Guelph St,"MULTILINESTRING ((-97.159709628655 49.859269954949, -97.159164779444 49.858595668133))",11703,STREET,Guelph,ST,,,,,
Ferndale Ave,"MULTILINESTRING ((-97.127421601088 49.873855477144, -97.127306149564 49.87540076187))",16871,STREET,Ferndale,AVE,,80,118,77,117
Jutland Rd,"MULTILINESTRING ((-97.169913997848 49.968857942631, -97.171060774386 49.969210543037))",25550,STREET,Jutland,RD,,3,27,,
Sheppard St,"MULTILINESTRING ((-97.182036767713 49.928317030235, -97.182324861153 49.929351611685))",14885,STREET,Sheppard,ST,,,,,
Abbeydale Cres,"MULTILINESTRING ((-97.178662052418 49.810102414973, -97.179201683969 49.810784606935, -97.182491889178 49.809680707292, -97.182533732738 49.809560535236, -97.182046202306 49.808958331779))",24987,STREET,Abbeydale,CRES,,3,147,42,118
Celina Cove,"MULTILINESTRING ((-97.136539018847 49.957664850997, -97.136935009395 49.957158502315))",21812,STREET,Celina,COVE,,,,10,34
Waterloo St,"MULTILINESTRING ((-97.184672143137 49.863333613158, -97.184967389859 49.859911131741))",15508,STREET,Waterloo,ST,,535,641,528,644
Canyon Ridge Cove,"MULTILINESTRING ((-97.1868108969 49.821543742186, -97.186022151649 49.821264343296, -97.185838776114 49.821156761167, -97.185766484227 49.821039895865, -97.185752548338 49.820957010938))",23254,STREET,Canyon Ridge,COVE,,2,54,,
Valley View Pl,"MULTILINESTRING ((-97.287469417959 49.894511895763, -97.28821061131 49.894538309104))",9168,STREET,Valley View,PL,,,,,
Hallet St,"MULTILINESTRING ((-97.126351908078 49.909395565565, -97.128131559425 49.908398883441))",11718,STREET,Hallet,ST,,67,109,58,110
Willmington Dr,"MULTILINESTRING ((-97.079685623879 49.83467724874, -97.079835028573 49.834931533683, -97.079920349419 49.835050266649, -97.08008937489 49.835195904777, -97.080357781414 49.835386956799))",362,STREET,Willmington,DR,,11,23,,
Appleton St,"MULTILINESTRING ((-97.091311795734 49.945622562046, -97.090802895872 49.946294677602))",19334,STREET,Appleton,ST,,15,15,12,16
Yaleton St,"MULTILINESTRING ((-97.204289507717 49.770893924744, -97.205878876067 49.770884410403))",26473,STREET,Yaleton,ST,,,,,
Cedar Glen Rd,"MULTILINESTRING ((-97.218598208844 49.808432617894, -97.218583915679 49.807758898433))",3226,STREET,Cedar Glen,RD,,123,147,128,144
Jefferson Ave,"MULTILINESTRING ((-97.113549885014 49.932141096307, -97.116775861857 49.933176104153))",21304,STREET,Jefferson,AVE,,101,135,98,140
Rougeau Ave,"MULTILINESTRING ((-97.044245152259 49.891434505297, -97.04667804331 49.891871313673))",19008,STREET,Rougeau,AVE,,143,171,,
Fort Gibraltar Trail,"MULTILINESTRING ((-97.133470884157 49.886428494944, -97.132963305312 49.886552406891, -97.132691068653 49.88644806426, -97.132461991845 49.886432024596, -97.132120117811 49.886495983595))",23065,STREET,Fort Gibraltar,TRAIL,,2,2,,
Berwick Pl,"MULTILINESTRING ((-97.140462508352 49.862272916629, -97.141027044506 49.862066091589, -97.141784894666 49.861460767947, -97.142351709713 49.861268780792))",9992,STREET,Berwick,PL,,439,467,460,488
Home St,"MULTILINESTRING ((-97.167622589726 49.893207619726, -97.167347553191 49.896792275051))",11997,STREET,Home,ST,,569,659,558,660
Weston St,"MULTILINESTRING ((-97.18372399475 49.911972670349, -97.183726844688 49.912638341846))",15782,STREET,Weston,ST,,,,80,80
McKenzie St,"MULTILINESTRING ((-97.142580877309 49.929274777893, -97.141950269393 49.930092211029))",13162,STREET,McKenzie,ST,,,,,
Muriel St,"MULTILINESTRING ((-97.296554469008 49.891284453203, -97.296560757655 49.891433737359, -97.296454802497 49.892527962339))",8518,STREET,Muriel,ST,,859,885,860,884
Arthur Creak Dr,"MULTILINESTRING ((-97.29320522791 49.900179789424, -97.293144054571 49.899786883489, -97.293067880681 49.899647946486, -97.291558275325 49.89848694614, -97.291079326776 49.898188513952, -97.290559305898 49.897916598848))",7272,STREET,Arthur Creak,DR,,14,74,3,63
Wynyard Bay,"MULTILINESTRING ((-97.047740421148 49.934193053048, -97.047953004494 49.934435800527, -97.04814114195 49.93461960638, -97.048340443921 49.934777483439, -97.048616368149 49.934958413423, -97.049507703986 49.935430448553, -97.049682594059 49.935415447527, -97.050417819611 49.934840772096))",20495,STREET,Wynyard,BAY,,2,70,3,43
Galinee Bay,"MULTILINESTRING ((-97.299428571552 49.877640088313, -97.299047007475 49.877625198929, -97.297191754805 49.877299964878, -97.297106916063 49.877223216414, -97.297169380373 49.876618816199, -97.297278511784 49.876561840197, -97.299107395699 49.876882811016, -97.299510432548 49.876894711531))",7927,STREET,Galinee,BAY,,10,58,11,57
Foxwarren Dr,"MULTILINESTRING ((-97.190219066767 49.966122449383, -97.189423565242 49.966022638555))",21920,STREET,Foxwarren,DR,,,,,
Selkirk Ave,"MULTILINESTRING ((-97.169496374493 49.923532299844, -97.172910156914 49.924629561156))",14850,STREET,Selkirk,AVE,,1141,1203,1130,1192
